test_comment,test_index,Timestamp,PSU_FB_U_VDC,PSU_FB_I_AMP,PSU_FB_W_WATT,PSU_CMD_U_VDC,PSU_CMD_I_AMP,PSU_CMD_OUTPUT,LCR_PRIMARY,LCR_SECONDARY,UV_R_mOhm,UW_R_mOhm,VW_R_mOhm,UV_L_µH,UW_L_µH,VW_L_µH,U_U_VDC,V_U_VDC,W_U_VDC,U_I_AMP,V_I_AMP,W_I_AMP,PWM_FB_DC_%,PWM_FB_VDC,PWM_FB_Hz,PWM_CMD_DC_%,PWM_CMD_VDC,PWM_CMD_Hz,DO_RELAY_U_LCR_A,DO_RELAY_V_LCR_A,DO_RELAY_V_LCR_B,DO_RELAY_W_LCR_B,DIFF_UV_UW_L_µH,DIFF_UV_VW_L_µH,DIFF_UW_VW_L_µH,DIFF_UV_UW_R_mOhm,DIFF_UV_VW_R_mOhm,DIFF_UW_VW_R_mOhm,DIFF_UV_U_VDC,DIFF_UW_U_VDC,DIFF_VW_U_VDC
Set PWM Duty Cycle to 40%,58,3708650522.487093,7.467368,2.241090,16.735042,12.500000,5.000000,1.000000,7.197421,11.569853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.062874,50.413895,47.252465,22.456770,20.780606,19.798802,0.000000,0.000000,Inf,30.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.648978,5.810409,3.161431
Dwell at 40% Duty Cycle,59,3708650523.505558,4.764341,8.585885,40.906090,12.500000,5.000000,1.000000,5.518967,11.795406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.396175,0.052650,-5.748825,-4.191756,-7.432614,-10.876466,0.000000,0.000000,Inf,40.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.343525,12.145000,5.801475
Set PWM Duty Cycle to 50%,60,3708650523.608310,8.144256,3.730524,30.382345,12.500000,5.000000,1.000000,6.542079,6.364773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.475051,-4.992135,-9.760588,-7.528671,-9.541203,-11.952796,0.000000,0.000000,Inf,40.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.467185,11.235638,4.768453
Dwell at 50% Duty Cycle,61,3708650524.624771,1.923147,6.093654,11.718991,12.500000,5.000000,1.000000,3.782931,8.898756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-49.872597,-53.355091,-53.690074,-28.731042,-30.033180,-30.047489,0.000000,0.000000,Inf,50.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.482495,3.817477,0.334983
Set PWM Duty Cycle to 60%,62,3708650524.624771,1.923147,6.093654,11.718991,12.500000,5.000000,1.000000,3.782931,8.898756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-49.872597,-53.355091,-53.690074,-28.731042,-30.033180,-30.047489,0.000000,0.000000,Inf,50.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.482495,3.817477,0.334983
Dwell at 60% Duty Cycle,63,3708650525.641660,3.789472,9.163128,34.723418,12.500000,5.000000,1.000000,11.066046,4.865880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-50.795828,-48.358107,-47.093049,-23.204335,-20.865207,-18.842322,0.000000,0.000000,Inf,60.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.437720,-3.702779,-1.265059
Set PWM Duty Cycle to 70%,64,3708650525.641660,3.789472,9.163128,34.723418,12.500000,5.000000,1.000000,11.066046,4.865880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-50.795828,-48.358107,-47.093049,-23.204335,-20.865207,-18.842322,0.000000,0.000000,Inf,60.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.437720,-3.702779,-1.265059
Dwell at 70% Duty Cycle,65,3708650526.653821,2.243926,0.534426,1.199212,12.500000,5.000000,1.000000,8.263938,13.019827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.337938,-1.855002,5.666113,4.908588,7.979099,9.507955,0.000000,0.000000,Inf,70.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.482936,-13.004051,-7.521115
Set PWM Duty Cycle to 80%,66,3708650526.653821,2.243926,0.534426,1.199212,12.500000,5.000000,1.000000,8.263938,13.019827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.337938,-1.855002,5.666113,4.908588,7.979099,9.507955,0.000000,0.000000,Inf,70.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.482936,-13.004051,-7.521115
Dwell at 80% Duty Cycle,67,3708650527.659723,3.725090,8.246839,30.720216,12.500000,5.000000,1.000000,10.099795,9.039891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.067479,48.887497,51.872545,28.868595,29.731372,29.307524,0.000000,0.000000,Inf,80.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.820018,-5.805066,-2.985048
Set PWM Duty Cycle to 90%,68,3708650527.659723,3.725090,8.246839,30.720216,12.500000,5.000000,1.000000,10.099795,9.039891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.067479,48.887497,51.872545,28.868595,29.731372,29.307524,0.000000,0.000000,Inf,80.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.820018,-5.805066,-2.985048
Dwell at 90% Duty Cycle,69,3708650528.678832,8.454615,8.500539,71.868785,12.500000,5.000000,1.000000,9.739425,6.128144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.539527,53.623849,50.550538,23.764310,23.331796,20.144814,0.000000,0.000000,Inf,90.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.084322,2.988990,3.073311
Set PWM Duty Cycle to 100%,70,3708650528.678832,8.454615,8.500539,71.868785,12.500000,5.000000,1.000000,9.739425,6.128144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.539527,53.623849,50.550538,23.764310,23.331796,20.144814,0.000000,0.000000,Inf,90.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.084322,2.988990,3.073311
Dwell at 100% Duty Cycle,71,3708650529.689171,6.668481,1.634817,10.901744,12.500000,5.000000,1.000000,12.002334,6.201329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.433850,6.662786,1.411257,-2.647460,-4.315768,-7.054635,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.771064,10.022593,5.251530
,72,3708650529.790250,3.772031,2.301444,8.681119,12.500000,5.000000,1.000000,6.154252,13.272069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.940723,1.890915,-3.162353,-4.568342,-6.918416,-10.320515,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.049809,7.103076,5.053268
