test_comment,test_index,Timestamp,PSU_FB_U_VDC,PSU_FB_I_AMP,PSU_FB_W_WATT,PSU_CMD_U_VDC,PSU_CMD_I_AMP,PSU_CMD_OUTPUT,LCR_PRIMARY,LCR_SECONDARY,UV_R_mOhm,UW_R_mOhm,VW_R_mOhm,UV_L_µH,UW_L_µH,VW_L_µH,U_U_VDC,V_U_VDC,W_U_VDC,U_I_AMP,V_I_AMP,W_I_AMP,PWM_FB_DC_%,PWM_FB_VDC,PWM_FB_Hz,PWM_CMD_DC_%,PWM_CMD_VDC,PWM_CMD_Hz,DO_RELAY_U_LCR_A,DO_RELAY_V_LCR_A,DO_RELAY_V_LCR_B,DO_RELAY_W_LCR_B,DIFF_UV_UW_L_µH,DIFF_UV_VW_L_µH,DIFF_UW_VW_L_µH,DIFF_UV_UW_R_mOhm,DIFF_UV_VW_R_mOhm,DIFF_UW_VW_R_mOhm,DIFF_UV_U_VDC,DIFF_UW_U_VDC,DIFF_VW_U_VDC
Set PWM Duty Cycle to 30%,57,3708652400.394609,2.649868,2.931070,7.766947,12.500000,5.000000,1.000000,1.978578,14.431112,0.230972,6.750754,5.358935,1.406087,7.023139,1.978578,-51.656988,-55.073515,-57.129911,-30.317655,-29.315298,-31.176807,0.000000,0.000000,Inf,20.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-0.572491,5.044562,-6.519782,-5.127963,1.391819,3.416527,5.472923,2.056396
Dwell at 30% Duty Cycle,58,3708652401.399541,6.552186,8.188994,53.655808,12.500000,5.000000,1.000000,-4.514069,10.646338,0.230972,6.750754,5.358935,1.406087,7.023139,-4.514069,-50.174771,-45.815158,-44.834657,-21.564835,-18.277091,-15.540798,0.000000,0.000000,Inf,30.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,5.920156,11.537209,-6.519782,-5.127963,1.391819,-4.359613,-5.340114,-0.980501
Set PWM Duty Cycle to 40%,59,3708652401.399541,6.552186,8.188994,53.655808,12.500000,5.000000,1.000000,-4.514069,10.646338,0.230972,6.750754,5.358935,1.406087,7.023139,-4.514069,-50.174771,-45.815158,-44.834657,-21.564835,-18.277091,-15.540798,0.000000,0.000000,Inf,30.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,5.920156,11.537209,-6.519782,-5.127963,1.391819,-4.359613,-5.340114,-0.980501
Dwell at 40% Duty Cycle,60,3708652402.500937,6.919608,1.856136,12.843736,12.500000,5.000000,1.000000,2.086061,12.590635,0.230972,6.750754,5.358935,1.406087,7.023139,2.086061,6.485689,10.511742,17.765287,11.032135,13.590929,15.826968,0.000000,0.000000,Inf,40.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-0.679975,4.937078,-6.519782,-5.127963,1.391819,-4.026053,-11.279598,-7.253545
Set PWM Duty Cycle to 50%,61,3708652402.500937,6.919608,1.856136,12.843736,12.500000,5.000000,1.000000,2.086061,12.590635,0.230972,6.750754,5.358935,1.406087,7.023139,2.086061,6.485689,10.511742,17.765287,11.032135,13.590929,15.826968,0.000000,0.000000,Inf,40.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-0.679975,4.937078,-6.519782,-5.127963,1.391819,-4.026053,-11.279598,-7.253545
Dwell at 50% Duty Cycle,62,3708652403.503482,5.455785,4.993312,27.242438,12.500000,5.000000,1.000000,2.916177,12.993127,0.230972,6.750754,5.358935,1.406087,7.023139,2.916177,50.857433,55.208777,57.792324,29.568979,29.675601,31.102134,0.000000,0.000000,Inf,50.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.510090,4.106962,-6.519782,-5.127963,1.391819,-4.351344,-6.934891,-2.583547
Set PWM Duty Cycle to 60%,63,3708652403.503482,5.455785,4.993312,27.242438,12.500000,5.000000,1.000000,2.916177,12.993127,0.230972,6.750754,5.358935,1.406087,7.023139,2.916177,50.857433,55.208777,57.792324,29.568979,29.675601,31.102134,0.000000,0.000000,Inf,50.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.510090,4.106962,-6.519782,-5.127963,1.391819,-4.351344,-6.934891,-2.583547
Dwell at 60% Duty Cycle,64,3708652404.505448,8.048339,4.637550,37.324578,12.500000,5.000000,1.000000,1.306181,12.362180,0.230972,6.750754,5.358935,1.406087,7.023139,1.306181,48.743902,47.087505,44.121568,20.909258,18.686534,16.889320,0.000000,0.000000,Inf,60.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,0.099906,5.716959,-6.519782,-5.127963,1.391819,1.656396,4.622333,2.965937
Set PWM Duty Cycle to 70%,65,3708652404.505448,8.048339,4.637550,37.324578,12.500000,5.000000,1.000000,1.306181,12.362180,0.230972,6.750754,5.358935,1.406087,7.023139,1.306181,48.743902,47.087505,44.121568,20.909258,18.686534,16.889320,0.000000,0.000000,Inf,60.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,0.099906,5.716959,-6.519782,-5.127963,1.391819,1.656396,4.622333,2.965937
Dwell at 70% Duty Cycle,66,3708652405.509253,8.605708,0.812720,6.994027,12.500000,5.000000,1.000000,3.054233,8.949795,0.230972,6.750754,5.358935,1.406087,7.023139,3.054233,0.340834,-4.234958,-11.367124,-8.046374,-9.800837,-13.863859,0.000000,0.000000,Inf,70.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.648146,3.968906,-6.519782,-5.127963,1.391819,4.575792,11.707957,7.132166
Set PWM Duty Cycle to 80%,67,3708652405.608975,1.515279,7.344793,11.129409,12.500000,5.000000,1.000000,3.474130,11.664615,0.230972,6.750754,5.358935,1.406087,7.023139,3.474130,-7.779980,-10.666044,-16.280602,-12.088966,-14.197168,-15.847811,0.000000,0.000000,Inf,70.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.068043,3.549010,-6.519782,-5.127963,1.391819,2.886064,8.500622,5.614558
Dwell at 80% Duty Cycle,68,3708652406.614023,3.082163,1.054219,3.249276,12.500000,5.000000,1.000000,-1.605315,10.926346,0.230972,6.750754,5.358935,1.406087,7.023139,-1.605315,-51.705304,-54.935821,-54.757965,-29.152939,-30.594090,-29.618321,0.000000,0.000000,Inf,80.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,3.011402,8.628454,-6.519782,-5.127963,1.391819,3.230517,3.052662,-0.177856
Set PWM Duty Cycle to 90%,69,3708652406.614023,3.082163,1.054219,3.249276,12.500000,5.000000,1.000000,-1.605315,10.926346,0.230972,6.750754,5.358935,1.406087,7.023139,-1.605315,-51.705304,-54.935821,-54.757965,-29.152939,-30.594090,-29.618321,0.000000,0.000000,Inf,80.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,3.011402,8.628454,-6.519782,-5.127963,1.391819,3.230517,3.052662,-0.177856
Dwell at 90% Duty Cycle,70,3708652407.621449,9.382036,7.631566,71.599628,12.500000,5.000000,1.000000,2.464640,13.789414,0.230972,6.750754,5.358935,1.406087,7.023139,2.464640,-49.006386,-45.060556,-42.116742,-21.169951,-17.421459,-15.299448,0.000000,0.000000,Inf,90.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.058553,4.558500,-6.519782,-5.127963,1.391819,-3.945830,-6.889644,-2.943814
Set PWM Duty Cycle to 100%,71,3708652407.621449,9.382036,7.631566,71.599628,12.500000,5.000000,1.000000,2.464640,13.789414,0.230972,6.750754,5.358935,1.406087,7.023139,2.464640,-49.006386,-45.060556,-42.116742,-21.169951,-17.421459,-15.299448,0.000000,0.000000,Inf,90.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.058553,4.558500,-6.519782,-5.127963,1.391819,-3.945830,-6.889644,-2.943814
Dwell at 100% Duty Cycle,72,3708652408.625705,0.785407,9.547461,7.498638,12.500000,5.000000,1.000000,-0.418558,7.538640,0.230972,6.750754,5.358935,1.406087,7.023139,-0.418558,0.000701,6.366699,10.438829,9.468504,11.525535,13.143522,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,1.824645,7.441698,-6.519782,-5.127963,1.391819,-6.365998,-10.438128,-4.072130
Preparing to measure Motor Response @ 13.5VDC,73,3708652409.631838,6.701256,6.810602,45.639588,12.500000,5.000000,1.000000,3.564410,6.696551,0.230972,6.750754,5.358935,1.406087,7.023139,3.564410,51.516762,52.793008,53.115502,28.218040,29.582946,29.898124,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.158323,3.458729,-6.519782,-5.127963,1.391819,-1.276245,-1.598740,-0.322495
Apply 13.5VDC setpoint to Power Supply,74,3708652409.631838,6.701256,6.810602,45.639588,12.500000,5.000000,1.000000,3.564410,6.696551,0.230972,6.750754,5.358935,1.406087,7.023139,3.564410,51.516762,52.793008,53.115502,28.218040,29.582946,29.898124,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.158323,3.458729,-6.519782,-5.127963,1.391819,-1.276245,-1.598740,-0.322495
Apply 5A limit to Power Supply,75,3708652409.631838,6.701256,6.810602,45.639588,12.500000,5.000000,1.000000,3.564410,6.696551,0.230972,6.750754,5.358935,1.406087,7.023139,3.564410,51.516762,52.793008,53.115502,28.218040,29.582946,29.898124,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.158323,3.458729,-6.519782,-5.127963,1.391819,-1.276245,-1.598740,-0.322495
Set Power Supply Output Enabled,76,3708652409.732287,3.482116,0.447613,1.558641,12.500000,5.000000,1.000000,3.256068,13.027839,0.230972,6.750754,5.358935,1.406087,7.023139,3.256068,52.864905,56.361834,55.674466,30.031862,29.999720,29.729931,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.849981,3.767072,-6.519782,-5.127963,1.391819,-3.496928,-2.809560,0.687368
Set PWM Duty Cycle to 10%,77,3708652409.732287,3.482116,0.447613,1.558641,12.500000,5.000000,1.000000,3.256068,13.027839,0.230972,6.750754,5.358935,1.406087,7.023139,3.256068,52.864905,56.361834,55.674466,30.031862,29.999720,29.729931,0.000000,0.000000,Inf,100.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-1.849981,3.767072,-6.519782,-5.127963,1.391819,-3.496928,-2.809560,0.687368
Dwell at 10% Duty Cycle,78,3708652410.739698,5.759074,9.466651,54.519142,13.500000,5.000000,1.000000,-0.810181,7.861474,0.230972,6.750754,5.358935,1.406087,7.023139,-0.810181,47.513125,44.372959,42.460137,20.087191,17.756184,15.920197,0.000000,0.000000,Inf,10.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,2.216268,7.833320,-6.519782,-5.127963,1.391819,3.140166,5.052989,1.912823
Set PWM Duty Cycle to 20%,79,3708652410.739698,5.759074,9.466651,54.519142,13.500000,5.000000,1.000000,-0.810181,7.861474,0.230972,6.750754,5.358935,1.406087,7.023139,-0.810181,47.513125,44.372959,42.460137,20.087191,17.756184,15.920197,0.000000,0.000000,Inf,10.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,2.216268,7.833320,-6.519782,-5.127963,1.391819,3.140166,5.052989,1.912823
Dwell at 20% Duty Cycle,80,3708652411.744223,3.103742,9.070022,28.151008,13.500000,5.000000,1.000000,3.693754,7.616196,0.230972,6.750754,5.358935,1.406087,7.023139,3.693754,-1.352270,-7.564452,-13.684417,-8.515943,-11.236851,-13.429065,0.000000,0.000000,Inf,20.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.287667,3.329385,-6.519782,-5.127963,1.391819,6.212182,12.332147,6.119964
Set PWM Duty Cycle to 30%,81,3708652411.744223,3.103742,9.070022,28.151008,13.500000,5.000000,1.000000,3.693754,7.616196,0.230972,6.750754,5.358935,1.406087,7.023139,3.693754,-1.352270,-7.564452,-13.684417,-8.515943,-11.236851,-13.429065,0.000000,0.000000,Inf,20.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,-2.287667,3.329385,-6.519782,-5.127963,1.391819,6.212182,12.332147,6.119964
Dwell at 30% Duty Cycle,82,3708652412.749308,5.488471,0.393428,2.159318,13.500000,5.000000,1.000000,0.679984,6.164175,0.230972,6.750754,5.358935,1.406087,7.023139,0.679984,-49.234632,-51.961065,-54.961613,-28.997021,-30.373020,-29.776813,0.000000,0.000000,Inf,30.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,0.726103,6.343155,-6.519782,-5.127963,1.391819,2.726433,5.726982,3.000548
Set PWM Duty Cycle to 40%,83,3708652412.749308,5.488471,0.393428,2.159318,13.500000,5.000000,1.000000,0.679984,6.164175,0.230972,6.750754,5.358935,1.406087,7.023139,0.679984,-49.234632,-51.961065,-54.961613,-28.997021,-30.373020,-29.776813,0.000000,0.000000,Inf,30.000000,10.000000,25.000000,0.000000,0.000000,0.000000,0.000000,-5.617053,0.726103,6.343155,-6.519782,-5.127963,1.391819,2.726433,5.726982,3.000548
